material,weight_capacity,fragility,recyclability,co2_score,strength,biodegradability
Metal,424,Low,0,0.763,2.12,5
Paper,229,Medium,1,0.206,1.145,9
Glass,963,High,1,1.444,4.815,6
Bioplastic,1099,Low,1,0.769,5.495,7
Bioplastic,631,Medium,1,0.442,3.155,7
Paper,436,Medium,1,0.392,2.18,9
Paper,1409,Low,1,1.268,7.045,9
Bioplastic,1022,Medium,0,0.715,5.11,7
Bioplastic,800,Low,0,0.56,4,7
Ceramic,1595,Low,0,1.914,7.975,5
Glass,219,Medium,1,0.329,1.095,6
Bioplastic,443,Low,1,0.31,2.215,7
Ceramic,1036,Low,1,1.243,5.18,5
Metal,1802,Low,1,3.244,9.01,5
Plastic,1914,Low,1,4.019,9.57,2
Paper,503,Low,1,0.453,2.515,9
Paper,135,High,1,0.121,0.675,9
Glass,1537,Low,1,2.305,7.685,6
Metal,1281,Medium,1,2.306,6.405,5
Paper,1042,High,1,0.938,5.21,9
Paper,1293,Medium,1,1.164,6.465,9
Plastic,1658,Medium,1,3.482,8.29,2
Paper,1259,High,1,1.133,6.295,9
Plastic,1141,Medium,0,2.396,5.705,2
Plastic,511,Medium,1,1.073,2.555,2
Plastic,184,Low,1,0.386,0.92,2
Plastic,1515,High,1,3.182,7.575,2
Paper,332,Low,1,0.299,1.66,9
Paper,827,Medium,1,0.744,4.135,9
Glass,1232,Low,1,1.848,6.16,6
Plastic,1741,Medium,1,3.656,8.705,2
Ceramic,1188,Medium,1,1.426,5.94,5
Paper,991,Medium,0,0.892,4.955,9
Bioplastic,750,High,1,0.525,3.75,7
Ceramic,1314,High,1,1.577,6.57,5
Metal,1973,Low,1,3.551,9.865,5
Ceramic,625,Low,1,0.75,3.125,5
Ceramic,592,Medium,1,0.71,2.96,5
Bioplastic,248,Medium,1,0.174,1.24,7
Metal,1761,Low,0,3.17,8.805,5
Ceramic,1359,Medium,1,1.631,6.795,5
Ceramic,1698,High,1,2.038,8.49,5
Glass,745,Low,0,1.117,3.725,6
Ceramic,634,Low,1,0.761,3.17,5
Glass,1680,High,1,2.52,8.4,6
Ceramic,922,High,1,1.106,4.61,5
Paper,1970,Medium,1,1.773,9.85,9
Plastic,1386,Low,1,2.911,6.93,2
Ceramic,1119,Medium,1,1.343,5.595,5
Paper,1833,Low,1,1.65,9.165,9
Glass,1167,Low,1,1.75,5.835,6
Plastic,782,Medium,1,1.642,3.91,2
Ceramic,736,Low,0,0.883,3.68,5
Plastic,1447,Medium,0,3.039,7.235,2
Glass,1484,High,1,2.226,7.42,6
Metal,132,Medium,1,0.238,0.66,5
Ceramic,720,High,1,0.864,3.6,5
Paper,159,Medium,1,0.143,0.795,9
Paper,766,Low,1,0.689,3.83,9
Ceramic,1243,Low,1,1.492,6.215,5
Plastic,461,Medium,0,0.968,2.305,2
Metal,645,High,1,1.161,3.225,5
Glass,1860,High,1,2.79,9.3,6
Paper,1426,Low,1,1.283,7.13,9
Metal,588,Medium,0,1.058,2.94,5
Metal,1606,High,1,2.891,8.03,5
Bioplastic,1579,Medium,1,1.105,7.895,7
Glass,502,Medium,1,0.753,2.51,6
Ceramic,1051,High,0,1.261,5.255,5
Plastic,1935,Low,1,4.064,9.675,2
Metal,967,Medium,1,1.741,4.835,5
Paper,1419,Low,1,1.277,7.095,9
Bioplastic,1311,Medium,1,0.918,6.555,7
Ceramic,584,Medium,1,0.701,2.92,5
Paper,392,Low,1,0.353,1.96,9
Bioplastic,1322,Medium,0,0.925,6.61,7
Metal,343,Low,0,0.617,1.715,5
Plastic,1034,Medium,1,2.171,5.17,2
Glass,1124,Low,1,1.686,5.62,6
Plastic,1046,Medium,1,2.197,5.23,2
Bioplastic,380,Medium,0,0.266,1.9,7
Bioplastic,1562,Low,1,1.093,7.81,7
Ceramic,1555,Medium,1,1.866,7.775,5
Glass,873,Medium,0,1.31,4.365,6
Paper,1587,High,1,1.428,7.935,9
Bioplastic,1103,Medium,0,0.772,5.515,7
Plastic,393,Low,0,0.825,1.965,2
Glass,1204,Medium,1,1.806,6.02,6
Bioplastic,105,High,0,0.073,0.525,7
Ceramic,350,High,1,0.42,1.75,5
Ceramic,1388,High,1,1.666,6.94,5
Bioplastic,492,Medium,1,0.344,2.46,7
Metal,1728,Low,1,3.11,8.64,5
Bioplastic,568,Low,1,0.398,2.84,7
Bioplastic,1121,High,1,0.785,5.605,7
Metal,632,Medium,1,1.138,3.16,5
Metal,1066,Low,0,1.919,5.33,5
Plastic,275,Low,1,0.578,1.375,2
Metal,1511,Medium,1,2.72,7.555,5
Glass,1075,Low,1,1.613,5.375,6
Glass,1439,Low,0,2.159,7.195,6
Glass,156,High,0,0.234,0.78,6
Paper,1309,Low,1,1.178,6.545,9
Ceramic,503,Low,1,0.604,2.515,5
Glass,1459,Medium,1,2.188,7.295,6
Bioplastic,1992,Low,1,1.394,9.96,7
Bioplastic,680,High,1,0.476,3.4,7
Ceramic,1142,Low,1,1.37,5.71,5
Glass,1360,Medium,0,2.04,6.8,6
Bioplastic,986,Medium,1,0.69,4.93,7
Plastic,713,Medium,1,1.497,3.565,2
Paper,1891,Low,1,1.702,9.455,9
Glass,433,Medium,0,0.649,2.165,6
Metal,1014,Low,0,1.825,5.07,5
Bioplastic,1895,High,1,1.327,9.475,7
Metal,339,Medium,1,0.61,1.695,5
Glass,386,High,1,0.579,1.93,6
Bioplastic,1926,Low,0,1.348,9.63,7
Plastic,554,Medium,1,1.163,2.77,2
Paper,1831,High,1,1.648,9.155,9
Plastic,598,Medium,0,1.256,2.99,2
Plastic,1967,Low,1,4.131,9.835,2
Plastic,587,Low,1,1.233,2.935,2
Plastic,657,High,1,1.38,3.285,2
Plastic,1298,Medium,1,2.726,6.49,2
Paper,1135,Medium,1,1.022,5.675,9
Metal,780,Low,1,1.404,3.9,5
Plastic,714,Low,1,1.499,3.57,2
Metal,920,Low,1,1.656,4.6,5
Glass,1600,Low,1,2.4,8,6
Bioplastic,1440,Medium,1,1.008,7.2,7
Glass,1889,High,1,2.833,9.445,6
Metal,631,Low,1,1.136,3.155,5
Bioplastic,1588,Low,0,1.112,7.94,7
Metal,1085,High,1,1.953,5.425,5
Ceramic,870,Low,1,1.044,4.35,5
Metal,935,Medium,1,1.683,4.675,5
Ceramic,447,High,1,0.536,2.235,5
Ceramic,1277,High,1,1.532,6.385,5
Glass,154,Low,1,0.231,0.77,6
Paper,141,Medium,1,0.127,0.705,9
Ceramic,1162,High,0,1.394,5.81,5
Paper,658,Medium,1,0.592,3.29,9
Paper,589,Low,1,0.53,2.945,9
Glass,1601,Low,1,2.401,8.005,6
Plastic,187,High,1,0.393,0.935,2
Ceramic,1992,Low,0,2.39,9.96,5
Bioplastic,1966,Low,1,1.376,9.83,7
Plastic,1645,High,1,3.454,8.225,2
Metal,1631,High,1,2.936,8.155,5
Ceramic,1636,Low,1,1.963,8.18,5
Metal,896,Medium,1,1.613,4.48,5
Plastic,1509,Medium,1,3.169,7.545,2
Glass,482,Low,1,0.723,2.41,6
Ceramic,1677,Low,1,2.012,8.385,5
Glass,1269,Medium,1,1.903,6.345,6
Bioplastic,566,Medium,1,0.396,2.83,7
Glass,1991,Medium,1,2.986,9.955,6
Bioplastic,590,Low,0,0.413,2.95,7
Ceramic,1243,High,1,1.492,6.215,5
Plastic,535,Low,1,1.123,2.675,2
Bioplastic,1602,Medium,1,1.121,8.01,7
Bioplastic,1219,High,0,0.853,6.095,7
Paper,865,Medium,1,0.778,4.325,9
Plastic,1210,High,1,2.541,6.05,2
Glass,318,High,1,0.477,1.59,6
Metal,290,Low,1,0.522,1.45,5
Ceramic,1516,Medium,1,1.819,7.58,5
Metal,173,Low,0,0.311,0.865,5
Plastic,1659,High,1,3.484,8.295,2
Paper,374,Low,0,0.337,1.87,9
Paper,162,Medium,1,0.146,0.81,9
Paper,1106,Medium,1,0.995,5.53,9
Metal,839,Low,1,1.51,4.195,5
Metal,749,Medium,1,1.348,3.745,5
Paper,1293,Medium,1,1.164,6.465,9
Metal,1405,Low,1,2.529,7.025,5
Paper,1914,High,1,1.723,9.57,9
Metal,537,Low,1,0.967,2.685,5
Glass,1312,High,1,1.968,6.56,6
Bioplastic,1154,Low,1,0.808,5.77,7
Ceramic,957,Low,0,1.148,4.785,5
Paper,211,Medium,0,0.19,1.055,9
Bioplastic,842,Low,1,0.589,4.21,7
Bioplastic,1470,Low,0,1.029,7.35,7
Plastic,1938,High,1,4.07,9.69,2
Paper,1886,Medium,1,1.697,9.43,9
Paper,1218,High,1,1.096,6.09,9
Bioplastic,1061,Medium,0,0.743,5.305,7
Glass,257,Low,1,0.386,1.285,6
Paper,1734,Medium,0,1.561,8.67,9
Ceramic,559,Medium,1,0.671,2.795,5
Ceramic,850,High,1,1.02,4.25,5
Plastic,374,Medium,1,0.785,1.87,2
Glass,438,Low,1,0.657,2.19,6
Paper,1487,Low,1,1.338,7.435,9
Plastic,1656,Low,1,3.478,8.28,2
Ceramic,147,Low,1,0.176,0.735,5
Ceramic,1297,High,1,1.556,6.485,5
Metal,920,Medium,0,1.656,4.6,5
Bioplastic,873,Low,1,0.611,4.365,7
Paper,1091,High,0,0.982,5.455,9
Paper,160,Low,1,0.144,0.8,9
Plastic,1144,Medium,1,2.402,5.72,2
Ceramic,1868,Medium,0,2.242,9.34,5
Metal,258,High,1,0.464,1.29,5
Plastic,1210,Medium,1,2.541,6.05,2
Glass,265,Medium,1,0.398,1.325,6
Plastic,1574,Medium,0,3.305,7.87,2
Bioplastic,1122,Medium,1,0.785,5.61,7
Ceramic,129,Low,1,0.155,0.645,5
Metal,192,Low,1,0.346,0.96,5
Ceramic,1101,Low,1,1.321,5.505,5
Ceramic,1053,Low,1,1.264,5.265,5
Bioplastic,418,Low,1,0.293,2.09,7
Metal,513,Medium,0,0.923,2.565,5
Paper,1914,Low,1,1.723,9.57,9
Bioplastic,601,Medium,1,0.421,3.005,7
Glass,167,Low,1,0.251,0.835,6
Glass,1047,Low,1,1.571,5.235,6
Paper,1632,Low,1,1.469,8.16,9
Paper,1684,Medium,1,1.516,8.42,9
Glass,1804,Low,1,2.706,9.02,6
Bioplastic,1593,Low,1,1.115,7.965,7
Plastic,874,Medium,0,1.835,4.37,2
Paper,623,High,1,0.561,3.115,9
Bioplastic,1633,Low,1,1.143,8.165,7
Bioplastic,296,Medium,1,0.207,1.48,7
Metal,1885,Medium,1,3.393,9.425,5
Ceramic,510,Medium,0,0.612,2.55,5
Plastic,599,High,1,1.258,2.995,2
Paper,870,Low,1,0.783,4.35,9
Ceramic,490,Low,0,0.588,2.45,5
Glass,1363,Low,1,2.045,6.815,6
Bioplastic,1936,Low,1,1.355,9.68,7
Plastic,560,Medium,1,1.176,2.8,2
Plastic,1696,Medium,1,3.562,8.48,2
Glass,140,Low,0,0.21,0.7,6
Paper,347,High,1,0.312,1.735,9
Plastic,205,High,1,0.43,1.025,2
Metal,1014,Medium,1,1.825,5.07,5
Metal,185,Low,1,0.333,0.925,5
Glass,367,Medium,1,0.55,1.835,6
Ceramic,1228,Medium,1,1.474,6.14,5
Ceramic,1293,Low,1,1.552,6.465,5
Plastic,755,Medium,1,1.585,3.775,2
Metal,800,Low,1,1.44,4,5
Bioplastic,587,High,1,0.411,2.935,7
Metal,227,Medium,1,0.409,1.135,5
Bioplastic,1254,Medium,1,0.878,6.27,7
Plastic,761,Low,1,1.598,3.805,2
Plastic,1441,Medium,0,3.026,7.205,2
Ceramic,942,Low,1,1.13,4.71,5
Plastic,1368,Medium,1,2.873,6.84,2
Glass,1041,Low,1,1.562,5.205,6
Glass,1144,Low,1,1.716,5.72,6
Metal,1286,Low,1,2.315,6.43,5
Glass,1193,High,1,1.79,5.965,6
Bioplastic,1047,Medium,0,0.733,5.235,7
Plastic,1774,High,0,3.725,8.87,2
Plastic,159,High,0,0.334,0.795,2
Bioplastic,974,Medium,1,0.682,4.87,7
Ceramic,442,Low,1,0.53,2.21,5
Paper,1774,High,1,1.597,8.87,9
Metal,1091,Low,1,1.964,5.455,5
Plastic,1763,Medium,1,3.702,8.815,2
Ceramic,1287,Medium,0,1.544,6.435,5
Glass,1571,Low,1,2.357,7.855,6
Ceramic,1280,Medium,1,1.536,6.4,5
Paper,1584,Medium,0,1.426,7.92,9
Bioplastic,1607,Low,1,1.125,8.035,7
Metal,1176,High,0,2.117,5.88,5
Plastic,1004,Medium,0,2.108,5.02,2
Metal,533,Low,1,0.959,2.665,5
Paper,163,High,1,0.147,0.815,9
Glass,1954,Medium,1,2.931,9.77,6
Glass,148,Low,1,0.222,0.74,6
Bioplastic,1132,Low,1,0.792,5.66,7
Bioplastic,1907,Medium,1,1.335,9.535,7
Plastic,837,High,0,1.758,4.185,2
Ceramic,527,Medium,1,0.632,2.635,5
Glass,1439,Low,0,2.159,7.195,6
Ceramic,570,Low,0,0.684,2.85,5
Ceramic,1756,Medium,1,2.107,8.78,5
Metal,1432,Low,1,2.578,7.16,5
Bioplastic,1026,Medium,1,0.718,5.13,7
Glass,929,Medium,1,1.393,4.645,6
Bioplastic,1576,Low,1,1.103,7.88,7
Paper,430,Low,0,0.387,2.15,9
Metal,324,Low,1,0.583,1.62,5
Glass,704,Medium,1,1.056,3.52,6
Paper,1974,Medium,1,1.777,9.87,9
Ceramic,844,High,0,1.013,4.22,5
Metal,914,Low,0,1.645,4.57,5
Glass,1369,Low,1,2.054,6.845,6
Ceramic,856,Low,0,1.027,4.28,5
Glass,125,Medium,0,0.188,0.625,6
Glass,389,Low,1,0.584,1.945,6
Plastic,1702,Low,1,3.574,8.51,2
Glass,1140,Medium,1,1.71,5.7,6
Glass,1536,Low,0,2.304,7.68,6
Bioplastic,514,High,1,0.36,2.57,7
Metal,150,High,1,0.27,0.75,5
Ceramic,1242,Low,1,1.49,6.21,5
Plastic,1705,Medium,1,3.58,8.525,2
Plastic,435,Low,1,0.913,2.175,2
Metal,1791,Medium,1,3.224,8.955,5
Bioplastic,1489,Low,0,1.042,7.445,7
Paper,320,Low,0,0.288,1.6,9
Glass,964,Low,1,1.446,4.82,6
Plastic,944,Low,1,1.982,4.72,2
Glass,281,High,1,0.421,1.405,6
Plastic,1779,Low,1,3.736,8.895,2
Bioplastic,769,Medium,1,0.538,3.845,7
Paper,806,Medium,1,0.725,4.03,9
Glass,1623,Medium,1,2.434,8.115,6
Bioplastic,638,High,1,0.447,3.19,7
Ceramic,460,Low,0,0.552,2.3,5
Bioplastic,310,Medium,0,0.217,1.55,7
Metal,1913,High,1,3.443,9.565,5
Metal,547,Medium,0,0.985,2.735,5
Metal,975,Low,1,1.755,4.875,5
Bioplastic,527,Medium,1,0.369,2.635,7
Bioplastic,1894,Low,1,1.326,9.47,7
Ceramic,982,High,1,1.178,4.91,5
Paper,495,Low,0,0.446,2.475,9
Metal,780,Medium,1,1.404,3.9,5
Plastic,991,Medium,1,2.081,4.955,2
Metal,907,High,1,1.633,4.535,5
Plastic,1973,High,1,4.143,9.865,2
Paper,1272,Medium,1,1.145,6.36,9
Metal,1242,Medium,1,2.236,6.21,5
Metal,1215,High,1,2.187,6.075,5
Bioplastic,1666,High,1,1.166,8.33,7
Metal,1791,Low,1,3.224,8.955,5
Plastic,519,Medium,1,1.09,2.595,2
Plastic,763,Low,1,1.602,3.815,2
Ceramic,224,Low,0,0.269,1.12,5
Plastic,709,High,1,1.489,3.545,2
Glass,1940,High,0,2.91,9.7,6
Glass,1614,Low,1,2.421,8.07,6
Plastic,1306,Low,1,2.743,6.53,2
Glass,1423,Low,1,2.135,7.115,6
Paper,197,Medium,1,0.177,0.985,9
Paper,1758,Low,1,1.582,8.79,9
Metal,1944,Medium,1,3.499,9.72,5
Plastic,1302,High,0,2.734,6.51,2
Metal,1718,Low,1,3.092,8.59,5
Plastic,1124,Medium,1,2.36,5.62,2
Bioplastic,1333,Low,1,0.933,6.665,7
Plastic,615,Medium,1,1.292,3.075,2
Bioplastic,1252,Medium,0,0.876,6.26,7
Glass,476,Medium,1,0.714,2.38,6
Ceramic,628,Medium,1,0.754,3.14,5
Paper,569,Low,1,0.512,2.845,9
Plastic,1506,High,0,3.163,7.53,2
Paper,219,Medium,1,0.197,1.095,9
Ceramic,1142,High,1,1.37,5.71,5
Ceramic,1858,Low,1,2.23,9.29,5
Paper,1913,Low,1,1.722,9.565,9
Metal,1389,Low,1,2.5,6.945,5
Bioplastic,1090,Low,1,0.763,5.45,7
Ceramic,1986,Medium,1,2.383,9.93,5
Plastic,783,High,1,1.644,3.915,2
Paper,584,Low,1,0.526,2.92,9
Plastic,887,High,1,1.863,4.435,2
Metal,702,Medium,1,1.264,3.51,5
Bioplastic,581,Low,1,0.407,2.905,7
Paper,1769,Medium,1,1.592,8.845,9
Paper,1751,High,1,1.576,8.755,9
Paper,1427,Medium,1,1.284,7.135,9
Glass,1578,High,0,2.367,7.89,6
Glass,1934,Medium,0,2.901,9.67,6
Glass,1532,Medium,1,2.298,7.66,6
Metal,1308,High,1,2.354,6.54,5
Ceramic,1795,Low,1,2.154,8.975,5
Bioplastic,1824,Medium,1,1.277,9.12,7
Bioplastic,636,Low,1,0.445,3.18,7
Metal,141,Low,1,0.254,0.705,5
Bioplastic,345,Medium,1,0.241,1.725,7
Glass,1644,High,1,2.466,8.22,6
Metal,752,High,1,1.354,3.76,5
Bioplastic,1814,Medium,1,1.27,9.07,7
Bioplastic,364,Low,1,0.255,1.82,7
Paper,1727,Medium,1,1.554,8.635,9
Glass,1747,Medium,1,2.62,8.735,6
Paper,618,Low,0,0.556,3.09,9
Ceramic,1366,High,1,1.639,6.83,5
Glass,547,Medium,1,0.821,2.735,6
Bioplastic,1744,Low,1,1.221,8.72,7
Glass,1423,Medium,0,2.135,7.115,6
Paper,548,Medium,1,0.493,2.74,9
Paper,1122,Low,1,1.01,5.61,9
Paper,140,Medium,1,0.126,0.7,9
Bioplastic,1340,Low,1,0.938,6.7,7
Bioplastic,1438,High,0,1.007,7.19,7
Ceramic,1869,Medium,1,2.243,9.345,5
Glass,527,Medium,0,0.79,2.635,6
Metal,1579,Medium,1,2.842,7.895,5
Metal,762,High,1,1.372,3.81,5
Metal,1929,Low,1,3.472,9.645,5
Metal,952,Low,1,1.714,4.76,5
Bioplastic,1741,Medium,1,1.219,8.705,7
Ceramic,477,Medium,1,0.572,2.385,5
Bioplastic,1898,Low,1,1.329,9.49,7
Glass,134,Low,1,0.201,0.67,6
Plastic,1058,Low,1,2.222,5.29,2
Glass,496,Medium,1,0.744,2.48,6
Glass,214,High,1,0.321,1.07,6
Bioplastic,1689,Medium,1,1.182,8.445,7
Glass,1700,Medium,1,2.55,8.5,6
Plastic,306,Medium,1,0.643,1.53,2
Paper,623,Medium,1,0.561,3.115,9
Paper,905,High,1,0.815,4.525,9
Plastic,575,Low,1,1.208,2.875,2
Bioplastic,746,Low,0,0.522,3.73,7
Ceramic,969,Low,1,1.163,4.845,5
Glass,420,Medium,1,0.63,2.1,6
Metal,143,Low,1,0.257,0.715,5
Glass,1997,High,0,2.995,9.985,6
Metal,576,Medium,0,1.037,2.88,5
Metal,475,Low,0,0.855,2.375,5
Bioplastic,1929,Medium,1,1.35,9.645,7
Bioplastic,725,High,1,0.507,3.625,7
Plastic,1492,Medium,1,3.133,7.46,2
Paper,421,Low,1,0.379,2.105,9
Bioplastic,237,Medium,0,0.166,1.185,7
Metal,1357,Low,1,2.443,6.785,5
Metal,190,Medium,1,0.342,0.95,5
Paper,1406,Low,0,1.265,7.03,9
Glass,1330,High,1,1.995,6.65,6
Plastic,1366,High,1,2.869,6.83,2
Paper,1532,Medium,1,1.379,7.66,9
Metal,198,Low,1,0.356,0.99,5
Plastic,1054,Medium,1,2.213,5.27,2
Bioplastic,1451,Medium,1,1.016,7.255,7
Plastic,936,Low,1,1.966,4.68,2
Plastic,421,High,1,0.884,2.105,2
Bioplastic,816,High,0,0.571,4.08,7
Metal,1646,Low,1,2.963,8.23,5
Glass,318,High,1,0.477,1.59,6
Paper,840,Low,1,0.756,4.2,9
Plastic,1492,Low,1,3.133,7.46,2
Plastic,665,High,1,1.397,3.325,2
Ceramic,475,Medium,1,0.57,2.375,5
Paper,916,Medium,1,0.824,4.58,9
Paper,132,Medium,0,0.119,0.66,9
Glass,786,Low,1,1.179,3.93,6
Glass,1868,Low,1,2.802,9.34,6
Metal,1257,Low,1,2.263,6.285,5
Metal,665,Low,1,1.197,3.325,5
Ceramic,1023,Low,1,1.228,5.115,5
Ceramic,1369,Low,1,1.643,6.845,5
Paper,1397,Medium,1,1.257,6.985,9
Paper,831,Medium,0,0.748,4.155,9
Paper,1649,Low,1,1.484,8.245,9
Metal,1951,Medium,1,3.512,9.755,5
Glass,511,Medium,1,0.766,2.555,6
Ceramic,1309,Medium,1,1.571,6.545,5
Plastic,407,Medium,1,0.855,2.035,2
Glass,882,Medium,1,1.323,4.41,6
Glass,309,High,0,0.464,1.545,6
Paper,1151,Low,1,1.036,5.755,9
Plastic,244,Low,1,0.512,1.22,2
Paper,1131,High,1,1.018,5.655,9
Bioplastic,1374,Medium,1,0.962,6.87,7
Ceramic,131,Low,1,0.157,0.655,5
Plastic,602,High,1,1.264,3.01,2
Plastic,142,Medium,1,0.298,0.71,2
Metal,1061,Medium,1,1.91,5.305,5
Glass,607,High,1,0.91,3.035,6
Glass,1319,Low,1,1.978,6.595,6
Metal,1472,Medium,1,2.65,7.36,5
Glass,590,Low,1,0.885,2.95,6
Glass,1304,High,1,1.956,6.52,6
Glass,923,Low,1,1.385,4.615,6
Paper,1451,High,1,1.306,7.255,9
Ceramic,637,High,1,0.764,3.185,5
Bioplastic,882,Low,0,0.617,4.41,7
Plastic,387,High,1,0.813,1.935,2
Paper,892,Low,1,0.803,4.46,9
Ceramic,460,Medium,1,0.552,2.3,5
Ceramic,1627,Low,1,1.952,8.135,5
Metal,307,Medium,1,0.553,1.535,5
Glass,1009,Medium,1,1.514,5.045,6
Bioplastic,1037,High,1,0.726,5.185,7
Plastic,198,High,1,0.416,0.99,2
Bioplastic,883,Medium,1,0.618,4.415,7
Metal,1711,Medium,0,3.08,8.555,5
Glass,489,High,1,0.734,2.445,6
Metal,1585,High,0,2.853,7.925,5
Metal,360,Medium,0,0.648,1.8,5
Glass,644,Low,1,0.966,3.22,6
Bioplastic,1665,Medium,1,1.165,8.325,7
Bioplastic,707,Low,1,0.495,3.535,7
Metal,599,High,1,1.078,2.995,5
Paper,437,High,0,0.393,2.185,9
Ceramic,477,Medium,1,0.572,2.385,5
Bioplastic,1209,Low,1,0.846,6.045,7
Glass,587,Medium,1,0.88,2.935,6
Metal,1905,Medium,1,3.429,9.525,5
Glass,741,High,1,1.111,3.705,6
Metal,1678,Low,1,3.02,8.39,5
Plastic,112,Low,1,0.235,0.56,2
Bioplastic,702,Low,0,0.491,3.51,7
Paper,1732,Medium,1,1.559,8.66,9
Paper,1813,Low,1,1.632,9.065,9
Plastic,514,Medium,1,1.079,2.57,2
Paper,665,High,0,0.599,3.325,9
Bioplastic,384,Medium,1,0.269,1.92,7
Ceramic,768,Low,1,0.922,3.84,5
Paper,1341,High,1,1.207,6.705,9
Metal,1270,Low,1,2.286,6.35,5
Glass,313,High,1,0.469,1.565,6
Metal,1326,Medium,1,2.387,6.63,5
Metal,1495,Low,1,2.691,7.475,5
Bioplastic,976,Low,1,0.683,4.88,7
Glass,1428,Low,0,2.142,7.14,6
Glass,278,Low,1,0.417,1.39,6
Bioplastic,1712,Low,0,1.198,8.56,7
Ceramic,1776,Medium,1,2.131,8.88,5
Metal,1051,Medium,0,1.892,5.255,5
Ceramic,781,Medium,0,0.937,3.905,5
Metal,470,High,0,0.846,2.35,5
Glass,387,High,0,0.581,1.935,6
Paper,1085,Low,1,0.977,5.425,9
Ceramic,1366,Low,0,1.639,6.83,5
Glass,206,Low,1,0.309,1.03,6
Metal,1323,Low,1,2.381,6.615,5
Plastic,199,Low,1,0.418,0.995,2
Bioplastic,168,Medium,1,0.118,0.84,7
Paper,473,Low,1,0.426,2.365,9
Ceramic,1990,Low,1,2.388,9.95,5
Glass,1323,High,1,1.984,6.615,6
Paper,292,Low,1,0.263,1.46,9
Metal,316,Medium,1,0.569,1.58,5
Paper,1701,Low,1,1.531,8.505,9
Ceramic,463,High,1,0.556,2.315,5
Plastic,662,High,1,1.39,3.31,2
Plastic,314,High,0,0.659,1.57,2
Metal,693,High,1,1.247,3.465,5
Paper,159,Low,1,0.143,0.795,9
Metal,1135,Medium,1,2.043,5.675,5
Ceramic,1036,Low,1,1.243,5.18,5
Paper,1132,Low,1,1.019,5.66,9
Bioplastic,880,High,1,0.616,4.4,7
Glass,410,Medium,0,0.615,2.05,6
Ceramic,519,Medium,1,0.623,2.595,5
Bioplastic,116,Medium,1,0.081,0.58,7
Metal,1323,Medium,1,2.381,6.615,5
Glass,326,Low,1,0.489,1.63,6
Glass,1478,Medium,1,2.217,7.39,6
Bioplastic,1046,High,0,0.732,5.23,7
Ceramic,1229,High,1,1.475,6.145,5
Metal,196,High,1,0.353,0.98,5
Metal,1077,Low,1,1.939,5.385,5
Paper,222,Low,1,0.2,1.11,9
Paper,1634,Medium,0,1.471,8.17,9
Paper,1151,High,0,1.036,5.755,9
Glass,632,Low,1,0.948,3.16,6
Metal,1530,Low,1,2.754,7.65,5
Glass,1539,Low,1,2.308,7.695,6
Ceramic,1947,Low,1,2.336,9.735,5
Paper,709,High,0,0.638,3.545,9
Metal,920,Medium,1,1.656,4.6,5
Ceramic,1465,Medium,1,1.758,7.325,5
Ceramic,1066,Low,1,1.279,5.33,5
Plastic,1755,Low,1,3.686,8.775,2
Ceramic,1209,Low,1,1.451,6.045,5
Metal,1553,Low,1,2.795,7.765,5
Glass,527,Low,1,0.79,2.635,6
Ceramic,1334,Low,1,1.601,6.67,5
Metal,1494,Medium,1,2.689,7.47,5
Ceramic,1371,Medium,1,1.645,6.855,5
Glass,950,Medium,0,1.425,4.75,6
Paper,1909,High,1,1.718,9.545,9
Glass,504,Low,1,0.756,2.52,6
Ceramic,1531,Low,1,1.837,7.655,5
Paper,1377,Low,1,1.239,6.885,9
Paper,1539,Low,1,1.385,7.695,9
Ceramic,1000,Low,1,1.2,5,5
Bioplastic,137,Low,1,0.096,0.685,7
Paper,1179,High,1,1.061,5.895,9
Paper,939,Medium,1,0.845,4.695,9
Metal,1031,Medium,1,1.856,5.155,5
Paper,1670,Low,1,1.503,8.35,9
Plastic,1199,Medium,1,2.518,5.995,2
Ceramic,593,Low,0,0.712,2.965,5
Ceramic,502,Low,1,0.602,2.51,5
Glass,268,High,1,0.402,1.34,6
Metal,388,High,1,0.698,1.94,5
Bioplastic,1181,Medium,1,0.827,5.905,7
Ceramic,441,Medium,1,0.529,2.205,5
Ceramic,1702,Medium,0,2.042,8.51,5
Paper,1438,High,1,1.294,7.19,9
Bioplastic,236,Medium,1,0.165,1.18,7
Bioplastic,276,Medium,0,0.193,1.38,7
Paper,1722,High,1,1.55,8.61,9
Bioplastic,1182,Medium,1,0.827,5.91,7
Metal,188,Low,0,0.338,0.94,5
Paper,1657,Low,1,1.491,8.285,9
Glass,488,Low,0,0.732,2.44,6
Ceramic,671,High,1,0.805,3.355,5
Ceramic,1265,High,1,1.518,6.325,5
Metal,844,Medium,1,1.519,4.22,5
Paper,246,Low,0,0.221,1.23,9
Glass,1040,Medium,1,1.56,5.2,6
Plastic,1787,Medium,1,3.753,8.935,2
Glass,1827,Low,1,2.74,9.135,6
Metal,1211,Medium,1,2.18,6.055,5
Bioplastic,1715,Medium,1,1.2,8.575,7
Metal,1889,Low,1,3.4,9.445,5
Bioplastic,1961,Medium,1,1.373,9.805,7
Metal,407,Low,1,0.733,2.035,5
Glass,1879,Low,1,2.818,9.395,6
Glass,1522,Low,1,2.283,7.61,6
Paper,1521,High,1,1.369,7.605,9
