material,weight_capacity,fragility,recyclability,co2_score,strength,biodegradability,co2_impact_index,eco_score
Paper,866,Low,0,0.779,4.33,9,0.0008995381062355659,8.221
Ceramic,1629,High,0,1.955,8.145,5,0.0012001227747084101,3.045
Bioplastic,580,Low,0,0.406,2.9,7,0.0007000000000000001,6.594
Plastic,1658,Low,1,3.482,8.29,2,0.0021001206272617612,-0.4820000000000002
Paper,878,Low,1,0.79,4.39,9,0.0008997722095671982,9.21
Glass,1651,Medium,1,2.477,8.255,6,0.0015003028467595397,4.523
Plastic,651,Medium,1,1.367,3.255,2,0.0020998463901689707,1.633
Ceramic,692,Medium,0,0.83,3.46,5,0.001199421965317919,4.17
Bioplastic,527,High,1,0.369,2.635,7,0.0007001897533206831,7.631
Paper,1083,Low,1,0.975,5.415,9,0.0009002770083102493,9.025
Paper,161,High,1,0.145,0.805,9,0.0009006211180124223,9.855
Bioplastic,1516,Low,1,1.061,7.58,7,0.0006998680738786279,6.939
Paper,910,Low,1,0.819,4.55,9,0.0009,9.181000000000001
Metal,963,High,0,1.733,4.815,5,0.0017995846313603324,3.267
Paper,362,Medium,0,0.326,1.81,9,0.0009005524861878453,8.674
Glass,1254,Low,1,1.881,6.27,6,0.0015,5.119
Metal,1565,Low,0,2.817,7.825,5,0.0018000000000000002,2.183
Metal,1036,Low,0,1.865,5.18,5,0.00180019305019305,3.135
Plastic,1317,Low,1,2.766,6.585,2,0.0021002277904328018,0.23399999999999999
Bioplastic,673,Low,0,0.471,3.365,7,0.000699851411589896,6.529
Metal,889,Low,1,1.6,4.445,5,0.001799775028121485,4.4
Ceramic,1392,Low,1,1.67,6.96,5,0.0011997126436781608,4.33
Paper,778,Low,1,0.7,3.89,9,0.0008997429305912596,9.3
Plastic,1110,Low,1,2.331,5.55,2,0.0021,0.669
Metal,981,Low,1,1.766,4.905,5,0.001800203873598369,4.234
Glass,1144,Medium,1,1.716,5.72,6,0.0015,5.284
Metal,1030,Low,0,1.854,5.15,5,0.0018000000000000002,3.146
Bioplastic,1784,High,1,1.249,8.92,7,0.0007001121076233185,6.7509999999999994
Glass,1567,High,1,2.35,7.835,6,0.0014996809189534142,4.65
Plastic,1486,Medium,0,3.121,7.43,2,0.002100269179004038,-1.121
Ceramic,1429,Low,1,1.715,7.145,5,0.0012001399580125964,4.285
Plastic,561,Low,1,1.178,2.805,2,0.0020998217468805704,1.822
Bioplastic,1141,Low,0,0.799,5.705,7,0.0007002629272567923,6.201
Paper,793,Low,0,0.714,3.965,9,0.0009003783102143757,8.286
Metal,1817,Medium,1,3.271,9.085,5,0.0018002201430930105,2.729
Bioplastic,1982,Medium,1,1.387,9.91,7,0.0006997981836528758,6.6129999999999995
Bioplastic,760,High,1,0.532,3.8,7,0.0007,7.468
Plastic,1369,Medium,0,2.875,6.845,2,0.002100073046018992,-0.875
Paper,1754,Medium,1,1.579,8.77,9,0.0009002280501710376,8.421
Glass,1414,Low,1,2.121,7.07,6,0.0015,4.879
Glass,172,Medium,1,0.258,0.86,6,0.0015,6.742
Metal,1974,Medium,1,3.553,9.87,5,0.0017998986828774062,2.447
Metal,913,High,0,1.643,4.565,5,0.0017995618838992334,3.357
Paper,279,Low,1,0.251,1.395,9,0.0008996415770609319,9.749
Ceramic,1858,Medium,1,2.23,9.29,5,0.00120021528525296,3.77
Paper,1252,Low,1,1.127,6.26,9,0.0009001597444089457,8.873
Glass,1654,Low,0,2.481,8.27,6,0.0014999999999999998,3.519
Glass,1395,Low,1,2.092,6.975,6,0.001499641577060932,4.9079999999999995
Bioplastic,1589,Medium,1,1.112,7.945,7,0.0006998112020138453,6.888
Ceramic,1502,Medium,0,1.802,7.51,5,0.001199733688415446,3.198
Glass,1629,Low,1,2.443,8.145,6,0.0014996930632289749,4.557
Paper,1017,Low,0,0.915,5.085,9,0.0008997050147492626,8.085
Glass,690,High,1,1.035,3.45,6,0.0014999999999999998,5.965
Glass,794,Low,1,1.191,3.97,6,0.0015,5.809
Metal,356,High,0,0.641,1.78,5,0.0018005617977528091,4.359
Bioplastic,1283,Low,1,0.898,6.415,7,0.0006999220576773188,7.102
Bioplastic,698,Medium,1,0.489,3.49,7,0.0007005730659025788,7.511
Glass,765,Low,1,1.147,3.825,6,0.0014993464052287582,5.853
Metal,953,Low,1,1.715,4.765,5,0.0017995802728226653,4.285
Bioplastic,1756,Medium,1,1.229,8.78,7,0.0006998861047835992,6.771
Metal,1516,High,1,2.729,7.58,5,0.001800131926121372,3.271
Metal,1698,Medium,0,3.056,8.49,5,0.0017997644287396938,1.944
Metal,1589,Medium,1,2.86,7.945,5,0.0017998741346758967,3.14
Ceramic,864,Medium,1,1.037,4.32,5,0.0012002314814814814,4.963
Metal,1868,Medium,1,3.362,9.34,5,0.0017997858672376874,2.638
Paper,1960,Medium,0,1.764,9.8,9,0.0009,7.236
Ceramic,1780,Low,1,2.136,8.9,5,0.0012000000000000001,3.864
Plastic,1077,Low,1,2.262,5.385,2,0.0021002785515320333,0.738
Metal,497,Low,1,0.895,2.485,5,0.0018008048289738432,5.105
Ceramic,1284,Medium,1,1.541,6.42,5,0.0012001557632398754,4.459
Metal,1738,Low,1,3.128,8.69,5,0.0017997698504027618,2.872
Bioplastic,290,Medium,1,0.203,1.45,7,0.0007000000000000001,7.797
Bioplastic,1389,High,1,0.972,6.945,7,0.0006997840172786177,7.0280000000000005
Glass,963,Low,1,1.444,4.815,6,0.0014994807892004154,5.556
Ceramic,1166,Low,1,1.399,5.83,5,0.001199828473413379,4.601
Glass,1619,Low,1,2.429,8.095,6,0.0015003088326127239,4.571
Paper,939,Low,1,0.845,4.695,9,0.0008998935037273695,9.155
Paper,135,Low,1,0.121,0.675,9,0.0008962962962962963,9.879
Metal,1878,Low,0,3.38,9.39,5,0.001799787007454739,1.62
Bioplastic,394,Low,1,0.276,1.97,7,0.000700507614213198,7.724
Paper,1385,Low,1,1.246,6.925,9,0.0008996389891696751,8.754
Glass,379,Low,1,0.569,1.895,6,0.0015013192612137202,6.431
Paper,1036,Low,1,0.932,5.18,9,0.0008996138996138997,9.068
Bioplastic,424,High,1,0.297,2.12,7,0.0007004716981132075,7.703
Plastic,1261,Low,1,2.648,6.305,2,0.0020999206978588422,0.35199999999999987
Ceramic,1870,Medium,1,2.244,9.35,5,0.0012000000000000001,3.756
Paper,100,Medium,1,0.09,0.5,9,0.0009,9.91
Glass,1996,High,1,2.994,9.98,6,0.0015,4.006
Plastic,1975,Medium,1,4.147,9.875,2,0.002099746835443038,-1.1470000000000002
Glass,1396,Medium,1,2.094,6.98,6,0.0014999999999999998,4.906000000000001
Ceramic,1057,Low,1,1.268,5.285,5,0.0011996215704824977,4.732
Paper,503,Medium,0,0.453,2.515,9,0.000900596421471173,8.547
Metal,1353,Low,1,2.435,6.765,5,0.0017997043606799705,3.565
Paper,1648,Low,1,1.483,8.24,9,0.0008998786407766991,8.517
Paper,956,Low,1,0.86,4.78,9,0.000899581589958159,9.14
Plastic,1333,Low,0,2.799,6.665,2,0.002099774943735934,-0.7989999999999999
Metal,450,Low,1,0.81,2.25,5,0.0018000000000000002,5.1899999999999995
Ceramic,518,Low,0,0.622,2.59,5,0.0012007722007722009,4.378
Plastic,1799,Low,0,3.778,8.995,2,0.0021000555864369094,-1.778
Plastic,1962,High,1,4.12,9.81,2,0.0020998980632008155,-1.12
Plastic,1543,High,1,3.24,7.715,2,0.002099805573558004,-0.2400000000000002
Bioplastic,117,Medium,1,0.082,0.585,7,0.0007008547008547009,7.918
Plastic,657,Low,1,1.38,3.285,2,0.002100456621004566,1.62
Ceramic,1035,Low,1,1.242,5.175,5,0.0012,4.758
Plastic,583,High,1,1.224,2.915,2,0.0020994854202401373,1.776
Paper,1480,Low,1,1.332,7.4,9,0.0009000000000000001,8.668
Ceramic,435,Low,0,0.522,2.175,5,0.0012000000000000001,4.478
Ceramic,1289,Medium,1,1.547,6.445,5,0.001200155159038014,4.453
Plastic,331,High,1,0.695,1.655,2,0.0020996978851963743,2.305
Paper,138,High,0,0.124,0.69,9,0.0008985507246376812,8.876
Plastic,1993,Medium,1,4.185,9.965,2,0.002099849473156046,-1.1849999999999996
Paper,892,Low,1,0.803,4.46,9,0.0009002242152466368,9.197
Metal,1637,Medium,0,2.947,8.185,5,0.0018002443494196702,2.053
Glass,524,Low,1,0.786,2.62,6,0.0015,6.214
Glass,1166,Low,0,1.749,5.83,6,0.0015,4.2509999999999994
Bioplastic,473,Medium,1,0.331,2.365,7,0.0006997885835095137,7.669
Plastic,1022,Medium,1,2.146,5.11,2,0.0020998043052837573,0.8540000000000001
Glass,1561,Medium,1,2.341,7.805,6,0.0014996796925048047,4.659
Paper,1887,High,1,1.698,9.435,9,0.0008998410174880763,8.302
Glass,763,Low,0,1.145,3.815,6,0.0015006553079947576,4.855
Paper,580,High,1,0.522,2.9,9,0.0009000000000000001,9.478
Paper,942,Medium,1,0.848,4.71,9,0.000900212314225053,9.152
Ceramic,1329,Low,1,1.595,6.645,5,0.001200150489089541,4.405
Metal,1792,Low,0,3.226,8.96,5,0.0018002232142857143,1.774
Plastic,1265,Medium,1,2.656,6.325,2,0.002099604743083004,0.34399999999999986
Bioplastic,394,Low,1,0.276,1.97,7,0.000700507614213198,7.724
Bioplastic,877,Medium,0,0.614,4.385,7,0.0007001140250855188,6.386
Bioplastic,1303,High,1,0.912,6.515,7,0.0006999232540291635,7.088
Paper,994,High,0,0.895,4.97,9,0.0009004024144869216,8.105
Paper,1003,Low,0,0.903,5.015,9,0.0009002991026919242,8.097
Ceramic,1464,Medium,0,1.757,7.32,5,0.0012001366120218578,3.2430000000000003
Bioplastic,1031,Medium,0,0.722,5.155,7,0.0007002909796314258,6.2780000000000005
Metal,1800,Medium,0,3.24,9.0,5,0.0018000000000000002,1.7599999999999998
Metal,1537,Medium,1,2.767,7.685,5,0.0018002602472348731,3.233
Metal,495,High,1,0.891,2.475,5,0.0018,5.109
Paper,1038,Medium,1,0.934,5.19,9,0.0008998073217726398,9.066
Ceramic,535,Medium,1,0.642,2.675,5,0.0012000000000000001,5.358
Glass,552,Low,1,0.828,2.76,6,0.0015,6.172
Bioplastic,605,High,1,0.423,3.025,7,0.0006991735537190082,7.577
Bioplastic,268,Medium,1,0.188,1.34,7,0.0007014925373134329,7.812
Glass,382,High,1,0.573,1.91,6,0.0014999999999999998,6.427
Glass,594,Low,1,0.891,2.97,6,0.0015,6.109
Glass,1748,High,1,2.622,8.74,6,0.0015,4.378
Ceramic,761,High,1,0.913,3.805,5,0.0011997371879106438,5.087
Plastic,1992,Medium,0,4.183,9.96,2,0.0020998995983935744,-2.183
Metal,1550,High,1,2.79,7.75,5,0.0018,3.21
Ceramic,590,Medium,1,0.708,2.95,5,0.0012,5.292
Paper,1560,High,1,1.404,7.8,9,0.0009,8.596
Glass,1290,Medium,1,1.935,6.45,6,0.0015,5.0649999999999995
Glass,528,Low,1,0.792,2.64,6,0.0015,6.208
Plastic,1628,Low,1,3.419,8.14,2,0.00210012285012285,-0.41900000000000004
Metal,792,Medium,1,1.426,3.96,5,0.0018005050505050504,4.574
Ceramic,390,Low,0,0.468,1.95,5,0.0012000000000000001,4.532
Bioplastic,1603,Medium,1,1.122,8.015,7,0.0006999376169681847,6.878
Ceramic,1866,Medium,1,2.239,9.33,5,0.0011998928188638798,3.761
Bioplastic,1858,Low,1,1.301,9.29,7,0.0007002152852529602,6.699
Paper,1071,Low,1,0.964,5.355,9,0.000900093370681606,9.036
Paper,899,Medium,1,0.809,4.495,9,0.000899888765294772,9.191
Plastic,701,Medium,0,1.472,3.505,2,0.002099857346647646,0.528
Metal,362,Medium,1,0.652,1.81,5,0.0018011049723756906,5.348
Paper,267,Medium,1,0.24,1.335,9,0.000898876404494382,9.76
Paper,754,Low,1,0.679,3.77,9,0.0009005305039787799,9.321
Glass,1826,Low,1,2.739,9.13,6,0.0015,4.261
Ceramic,1635,Medium,1,1.962,8.175,5,0.0012,4.038
Paper,1759,Medium,1,1.583,8.795,9,0.0008999431495167709,8.417
Metal,1464,Medium,1,2.635,7.32,5,0.0017998633879781419,3.365
Ceramic,137,Medium,0,0.164,0.685,5,0.001197080291970803,4.836
Bioplastic,714,Low,1,0.5,3.57,7,0.0007002801120448179,7.5
Glass,590,Medium,1,0.885,2.95,6,0.0015,6.115
Ceramic,615,Low,0,0.738,3.075,5,0.0012,4.2620000000000005
Ceramic,1475,Medium,0,1.77,7.375,5,0.0012000000000000001,3.23
Metal,925,Low,0,1.665,4.625,5,0.0018,3.335
Metal,594,Medium,1,1.069,2.97,5,0.0017996632996632996,4.931
Glass,849,Medium,1,1.274,4.245,6,0.0015005889281507656,5.726
Plastic,1985,Low,0,4.168,9.925,2,0.002099748110831234,-2.168
Paper,489,Medium,0,0.44,2.445,9,0.0008997955010224949,8.56
Glass,932,High,1,1.398,4.66,6,0.0014999999999999998,5.602
Plastic,598,High,1,1.256,2.99,2,0.0021003344481605353,1.744
Paper,1443,Low,1,1.299,7.215,9,0.0009002079002079002,8.701
Ceramic,618,Low,0,0.742,3.09,5,0.0012006472491909385,4.258
Bioplastic,1158,High,0,0.811,5.79,7,0.0007003454231433507,6.189
Metal,1843,Low,1,3.317,9.215,5,0.001799782962561042,2.683
Ceramic,1474,High,1,1.769,7.37,5,0.001200135685210312,4.231
Glass,1454,High,0,2.181,7.27,6,0.0015,3.819
Metal,508,Medium,1,0.914,2.54,5,0.0017992125984251969,5.086
Glass,1818,Low,1,2.727,9.09,6,0.0015,4.273
Ceramic,1718,Medium,1,2.062,8.59,5,0.0012002328288707798,3.938
Plastic,822,High,1,1.726,4.11,2,0.002099756690997567,1.274
Ceramic,1101,Low,1,1.321,5.505,5,0.0011998183469573115,4.679
Plastic,487,Low,1,1.023,2.435,2,0.0021006160164271045,1.977
Plastic,237,Medium,1,0.498,1.185,2,0.00210126582278481,2.502
Glass,1894,High,0,2.841,9.47,6,0.0015,3.159
Paper,1835,High,1,1.651,9.175,9,0.0008997275204359673,8.349
Glass,450,High,0,0.675,2.25,6,0.0015,5.325
Glass,1412,Medium,1,2.118,7.06,6,0.0014999999999999998,4.882
Bioplastic,1201,Low,1,0.841,6.005,7,0.0007002497918401332,7.159
Plastic,435,Low,0,0.913,2.175,2,0.0020988505747126436,1.087
Metal,1998,Low,1,3.596,9.99,5,0.0017997997997997999,2.404
Ceramic,616,Low,1,0.739,3.08,5,0.0011996753246753247,5.261
Glass,1674,Low,1,2.511,8.37,6,0.0015,4.489
Ceramic,725,High,1,0.87,3.625,5,0.0012,5.13
Paper,1036,High,1,0.932,5.18,9,0.0008996138996138997,9.068
Glass,186,Medium,1,0.279,0.93,6,0.0015,6.721
Paper,1074,Medium,0,0.967,5.37,9,0.0009003724394785847,8.033
Plastic,612,Medium,1,1.285,3.06,2,0.002099673202614379,1.715
Glass,1111,Medium,1,1.667,5.555,6,0.0015004500450045005,5.333
Bioplastic,1581,Low,1,1.107,7.905,7,0.0007001897533206831,6.893
Glass,130,Low,0,0.195,0.65,6,0.0015,5.805
Paper,396,Low,1,0.356,1.98,9,0.0008989898989898989,9.644
Metal,260,Medium,1,0.468,1.3,5,0.0018000000000000002,5.532
Metal,847,Low,0,1.525,4.235,5,0.0018004722550177094,3.475
Paper,1518,High,1,1.366,7.59,9,0.0008998682476943347,8.634
Ceramic,218,Low,1,0.262,1.09,5,0.001201834862385321,5.7379999999999995
Paper,1605,High,1,1.444,8.025,9,0.0008996884735202492,8.556000000000001
Paper,783,High,1,0.705,3.915,9,0.0009003831417624521,9.295
Ceramic,1700,Low,1,2.04,8.5,5,0.0012000000000000001,3.96
Plastic,884,Medium,1,1.856,4.42,2,0.002099547511312217,1.144
Metal,1620,Medium,1,2.916,8.1,5,0.0018,3.084
Metal,965,Low,0,1.737,4.825,5,0.0018000000000000002,3.263
Ceramic,1803,Low,1,2.164,9.015,5,0.0012002218524681087,3.836
Plastic,1227,Medium,1,2.577,6.135,2,0.002100244498777506,0.42300000000000004
Metal,1885,High,1,3.393,9.425,5,0.0018,2.607
Paper,1150,Low,1,1.035,5.75,9,0.0009,8.965
Glass,700,High,1,1.05,3.5,6,0.0015,5.95
Bioplastic,1717,Low,1,1.202,8.585,7,0.0007000582411182295,6.798
Ceramic,1980,High,1,2.376,9.9,5,0.0012,3.624
Bioplastic,1263,Medium,0,0.884,6.315,7,0.0006999208234362629,6.116
Ceramic,1488,Medium,0,1.786,7.44,5,0.0012002688172043012,3.214
Paper,324,Medium,0,0.292,1.62,9,0.0009012345679012345,8.708
Glass,580,Medium,1,0.87,2.9,6,0.0015,6.13
Glass,1528,Low,1,2.292,7.64,6,0.0014999999999999998,4.708
Plastic,1370,Low,1,2.877,6.85,2,0.0021,0.12300000000000022
Bioplastic,1871,Low,0,1.31,9.355,7,0.0007001603420630679,5.6899999999999995
Bioplastic,238,Medium,1,0.167,1.19,7,0.0007016806722689076,7.833
Metal,1483,High,1,2.669,7.415,5,0.0017997302764666218,3.331
Ceramic,1008,Low,0,1.21,5.04,5,0.0012003968253968254,3.79
Metal,887,Medium,0,1.597,4.435,5,0.0018004509582863586,3.403
Paper,1111,High,0,1.0,5.555,9,0.0009000900090009,8.0
Paper,1964,Medium,1,1.768,9.82,9,0.00090020366598778,8.232
Metal,1243,Low,1,2.237,6.215,5,0.0017996781979082864,3.763
Metal,1020,Medium,1,1.836,5.1,5,0.0018000000000000002,4.164
Bioplastic,1066,High,1,0.746,5.33,7,0.000699812382739212,7.254
Ceramic,1171,Medium,1,1.405,5.855,5,0.0011998292058070026,4.595
Ceramic,1815,Low,1,2.178,9.075,5,0.0012,3.822
Bioplastic,1451,Low,1,1.016,7.255,7,0.0007002067539627843,6.984
Glass,592,Low,1,0.888,2.96,6,0.0015,6.112
Paper,538,Medium,1,0.484,2.69,9,0.0008996282527881041,9.516
Metal,1196,Low,1,2.153,5.98,5,0.0018001672240802677,3.847
Paper,392,Medium,1,0.353,1.96,9,0.0009005102040816327,9.647
Glass,174,Low,0,0.261,0.87,6,0.0015,5.739
Glass,503,Low,1,0.754,2.515,6,0.0014990059642147116,6.246
Paper,1789,Low,1,1.61,8.945,9,0.0008999441028507547,8.39
Metal,1540,Low,1,2.772,7.7,5,0.0018,3.228
Paper,1050,Low,0,0.945,5.25,9,0.0009,8.055
Ceramic,811,Low,1,0.973,4.055,5,0.0011997533908754624,5.027
Plastic,994,High,1,2.087,4.97,2,0.0020995975855130785,0.9129999999999998
Paper,1780,Medium,1,1.602,8.9,9,0.0009000000000000001,8.398
Plastic,1710,Medium,1,3.591,8.55,2,0.0021000000000000003,-0.5910000000000002
Glass,1437,Medium,1,2.155,7.185,6,0.001499652052887961,4.845000000000001
Paper,1018,Low,0,0.916,5.09,9,0.0008998035363457761,8.084
Glass,1878,Low,1,2.817,9.39,6,0.0015,4.183
Metal,698,High,1,1.256,3.49,5,0.0017994269340974212,4.744
Bioplastic,181,Low,1,0.127,0.905,7,0.000701657458563536,7.873
Plastic,298,Medium,1,0.626,1.49,2,0.0021006711409395974,2.374
Ceramic,1250,Low,1,1.5,6.25,5,0.0012,4.5
Paper,222,Medium,1,0.2,1.11,9,0.0009009009009009009,9.8
Ceramic,1064,Low,1,1.277,5.32,5,0.001200187969924812,4.723
Ceramic,116,Low,1,0.139,0.58,5,0.0011982758620689656,5.861
Plastic,916,Medium,1,1.924,4.58,2,0.0021004366812227074,1.076
Bioplastic,1670,Medium,1,1.169,8.35,7,0.0007,6.8309999999999995
Plastic,813,Low,1,1.707,4.065,2,0.0020996309963099632,1.293
Bioplastic,178,Medium,1,0.125,0.89,7,0.0007022471910112359,7.875
Glass,753,Low,1,1.129,3.765,6,0.00149933598937583,5.871
Paper,1473,Medium,1,1.326,7.365,9,0.00090020366598778,8.674
Plastic,1023,Low,1,2.148,5.115,2,0.0020997067448680355,0.8519999999999999
Ceramic,1063,Low,1,1.276,5.315,5,0.001200376293508937,4.724
Paper,387,High,1,0.348,1.935,9,0.0008992248062015503,9.652
Glass,1442,Medium,1,2.163,7.21,6,0.0014999999999999998,4.837
Metal,1811,Low,1,3.26,9.055,5,0.001800110436223081,2.74
Glass,1458,Low,1,2.187,7.29,6,0.0014999999999999998,4.813000000000001
Bioplastic,1384,Low,0,0.969,6.92,7,0.0007001445086705202,6.031
Ceramic,1609,Medium,1,1.931,8.045,5,0.0012001243008079553,4.069
Bioplastic,440,Low,0,0.308,2.2,7,0.0007,6.692
Ceramic,932,High,1,1.118,4.66,5,0.001199570815450644,4.882
Ceramic,640,High,0,0.768,3.2,5,0.0012000000000000001,4.232
Paper,1668,Medium,1,1.501,8.34,9,0.0008998800959232613,8.499
Bioplastic,635,High,0,0.445,3.175,7,0.0007007874015748032,6.555
Paper,1351,Low,1,1.216,6.755,9,0.0009000740192450037,8.784
Bioplastic,1652,Low,0,1.156,8.26,7,0.0006997578692493946,5.844
Plastic,823,Medium,0,1.728,4.115,2,0.0020996354799513975,0.272
Plastic,877,Medium,1,1.842,4.385,2,0.0021003420752565565,1.158
Paper,949,Low,0,0.854,4.745,9,0.0008998946259220231,8.146
Glass,999,Low,1,1.498,4.995,6,0.0014994994994994995,5.502
Plastic,616,Low,1,1.294,3.08,2,0.0021006493506493507,1.706
Bioplastic,454,Medium,1,0.318,2.27,7,0.0007004405286343612,7.682
Bioplastic,911,High,1,0.638,4.555,7,0.0007003293084522503,7.362
Metal,1023,High,0,1.841,5.115,5,0.0017996089931573802,3.159
Metal,1112,Low,0,2.002,5.56,5,0.0018003597122302156,2.998
Glass,860,Low,1,1.29,4.3,6,0.0015,5.71
Metal,974,Medium,1,1.753,4.87,5,0.001799794661190965,4.247
Glass,1670,High,1,2.505,8.35,6,0.0015,4.495
Bioplastic,1601,Low,0,1.121,8.005,7,0.0007001873828856965,5.879
Bioplastic,1271,Medium,1,0.89,6.355,7,0.0007002360346184107,7.11
Metal,1565,High,1,2.817,7.825,5,0.0018000000000000002,3.183
Metal,1293,Medium,1,2.327,6.465,5,0.00179969064191802,3.673
Metal,1038,Low,0,1.868,5.19,5,0.0017996146435452795,3.1319999999999997
Paper,1279,Low,1,1.151,6.395,9,0.0008999218139171228,8.849
Paper,1609,Medium,1,1.448,8.045,9,0.0008999378495960224,8.552
Glass,1932,Low,0,2.898,9.66,6,0.0015,3.102
Ceramic,131,Low,1,0.157,0.655,5,0.001198473282442748,5.843
Ceramic,1408,Low,1,1.69,7.04,5,0.0012002840909090908,4.3100000000000005
Glass,769,Medium,0,1.153,3.845,6,0.0014993498049414825,4.8469999999999995
Paper,1955,Medium,1,1.76,9.775,9,0.0009002557544757034,8.24
Ceramic,736,Medium,1,0.883,3.68,5,0.0011997282608695653,5.117
Plastic,349,Medium,1,0.733,1.745,2,0.0021002865329512893,2.267
Paper,1700,Low,1,1.53,8.5,9,0.0009,8.47
Ceramic,1984,Medium,1,2.381,9.92,5,0.0012001008064516127,3.619
Plastic,539,Medium,1,1.132,2.695,2,0.002100185528756957,1.868
Ceramic,404,High,1,0.485,2.02,5,0.0012004950495049505,5.515
Plastic,875,Low,1,1.837,4.375,2,0.0020994285714285715,1.163
Ceramic,1638,Medium,1,1.966,8.19,5,0.0012002442002442002,4.034
Glass,386,Medium,1,0.579,1.93,6,0.0014999999999999998,6.421
Plastic,595,High,0,1.25,2.975,2,0.0021008403361344537,0.75
Ceramic,931,Medium,1,1.117,4.655,5,0.0011997851772287862,4.883
Plastic,421,High,1,0.884,2.105,2,0.0020997624703087887,2.116
Plastic,1703,Medium,1,3.576,8.515,2,0.0020998238402818556,-0.5760000000000001
Plastic,406,Medium,1,0.853,2.03,2,0.002100985221674877,2.1470000000000002
Plastic,1103,Low,1,2.316,5.515,2,0.002099728014505893,0.6840000000000002
Paper,1418,High,1,1.276,7.09,9,0.0008998589562764457,8.724
Plastic,204,Low,1,0.428,1.02,2,0.0020980392156862743,2.572
Plastic,443,Medium,1,0.93,2.215,2,0.0020993227990970657,2.07
Metal,743,High,0,1.337,3.715,5,0.0017994616419919245,3.6630000000000003
Bioplastic,1607,Low,1,1.125,8.035,7,0.0007000622277535781,6.875
Plastic,1272,Low,1,2.671,6.36,2,0.0020998427672955975,0.3290000000000002
Ceramic,166,High,0,0.199,0.83,5,0.0011987951807228916,4.801
Bioplastic,615,Low,1,0.43,3.075,7,0.0006991869918699187,7.57
Plastic,267,Low,1,0.561,1.335,2,0.0021011235955056182,2.439
Glass,869,Low,0,1.304,4.345,6,0.0015005753739930955,4.696
Plastic,563,Medium,1,1.182,2.815,2,0.0020994671403197157,1.818
Metal,1281,Medium,0,2.306,6.405,5,0.0018001561280249806,2.694
Bioplastic,2000,Medium,1,1.4,10.0,7,0.0007,6.6
Paper,495,Medium,0,0.446,2.475,9,0.000901010101010101,8.554
Glass,893,Low,1,1.339,4.465,6,0.0014994400895856662,5.661
Glass,1272,Medium,1,1.908,6.36,6,0.0015,5.0920000000000005
Metal,343,Low,1,0.617,1.715,5,0.0017988338192419825,5.383
Bioplastic,957,Low,1,0.67,4.785,7,0.0007001044932079415,7.33
Ceramic,398,Medium,1,0.478,1.99,5,0.0012010050251256281,5.522
Metal,676,Medium,1,1.217,3.38,5,0.001800295857988166,4.7829999999999995
Ceramic,1622,Medium,1,1.946,8.11,5,0.0011997533908754624,4.054
Glass,1398,Low,1,2.097,6.99,6,0.0015,4.9030000000000005
Ceramic,1805,High,1,2.166,9.025,5,0.0012,3.834
Glass,345,Low,0,0.517,1.725,6,0.0014985507246376812,5.483
Bioplastic,1073,Low,1,0.751,5.365,7,0.0006999068033550792,7.249
Plastic,564,Medium,1,1.184,2.82,2,0.0020992907801418437,1.816
Metal,1887,High,0,3.397,9.435,5,0.0018002119766825648,1.6030000000000002
Ceramic,160,High,0,0.192,0.8,5,0.0012000000000000001,4.808
Plastic,682,Low,1,1.432,3.41,2,0.002099706744868035,1.568
Ceramic,1929,High,0,2.315,9.645,5,0.0012001036806635562,2.685
Bioplastic,322,Low,1,0.225,1.61,7,0.0006987577639751553,7.775
Bioplastic,532,Medium,1,0.372,2.66,7,0.0006992481203007519,7.628
Ceramic,1196,Medium,0,1.435,5.98,5,0.0011998327759197324,3.565
Bioplastic,1975,Medium,1,1.383,9.875,7,0.000700253164556962,6.617
Bioplastic,434,High,1,0.304,2.17,7,0.0007004608294930876,7.696
Bioplastic,1106,Low,1,0.774,5.53,7,0.0006998191681735986,7.226
Bioplastic,1048,Low,0,0.734,5.24,7,0.000700381679389313,6.266
Paper,1694,Medium,1,1.525,8.47,9,0.0009002361275088547,8.475
Metal,471,High,1,0.848,2.355,5,0.001800424628450106,5.152
Glass,1248,Medium,1,1.872,6.24,6,0.0015,5.128
Plastic,834,Medium,1,1.751,4.17,2,0.0020995203836930453,1.249
Paper,338,Medium,0,0.304,1.69,9,0.0008994082840236686,8.696
Metal,1341,High,1,2.414,6.705,5,0.0018001491424310216,3.586
Glass,488,Medium,1,0.732,2.44,6,0.0015,6.268
